index,load,ess_power,ess_soc,grid_power,grid_limit,curtailed_power,uncurtailed_solar_power
2020-11-01 00:15:00,92.3,-307.7,0.6373668362008427,400.0,400.0,0.0,0.0
2020-11-01 00:30:00,96.65,-303.35,0.7728060417398174,400.0,400.0,0.0,0.0
2020-11-01 00:45:00,96.65,-303.35,0.9082452472787921,400.0,400.0,0.0,0.0
2020-11-01 01:00:00,95.1,-89.19,0.9468660104301264,184.29,400.0,0.0,0.0
2020-11-01 01:15:00,92.3,-6.69,0.9471872107303371,98.99,400.0,0.0,0.0
2020-11-01 01:30:00,93.85,-6.01,0.9471904127393492,99.86,400.0,0.0,0.0
2020-11-01 01:45:00,96.75,-6.0,0.9471889380202482,102.75,400.0,0.0,0.0
2020-11-01 02:00:00,95.15,-6.0,0.947187463301147,101.15,400.0,0.0,0.0
2020-11-01 02:15:00,95.2,-6.01,0.9471906653101592,101.21000000000001,400.0,0.0,0.0
2020-11-01 02:30:00,96.55,-6.0,0.9471891905910581,102.55,400.0,0.0,0.0
2020-11-01 02:45:00,95.1,-6.0,0.9471877158719569,101.1,400.0,0.0,0.0
2020-11-01 03:00:00,95.2,-6.01,0.9471909178809691,101.21000000000001,400.0,0.0,0.0
2020-11-01 03:15:00,95.6,-6.0,0.947189443161868,101.6,400.0,0.0,0.0
2020-11-01 03:30:00,94.15,-6.0,0.9471879684427669,100.15,400.0,0.0,0.0
2020-11-01 03:45:00,95.6,-6.01,0.947191170451779,101.61,400.0,0.0,0.0
2020-11-01 04:00:00,92.6,-6.0,0.947189695732678,98.6,400.0,0.0,0.0
2020-11-01 04:15:00,92.4,-6.0,0.9471882210135768,98.4,400.0,0.0,0.0
2020-11-01 04:30:00,95.45,-6.01,0.9471914230225891,101.46000000000001,400.0,0.0,0.0
2020-11-01 04:45:00,94.05,-6.0,0.9471899483034879,100.05,400.0,0.0,0.0
2020-11-01 05:00:00,95.55,-6.0,0.9471884735843867,101.55,400.0,0.0,0.0
2020-11-01 05:15:00,95.6,-6.01,0.947191675593399,101.61,400.0,0.0,0.0
2020-11-01 05:30:00,95.45,-6.0,0.9471902008742978,101.45,400.0,0.0,0.0
2020-11-01 05:45:00,96.8,-6.0,0.9471887261551967,102.8,400.0,0.0,0.0
2020-11-01 06:00:00,92.2,-6.0,0.9471872514360956,98.2,400.0,0.0,0.0
2020-11-01 06:15:00,95.2,-6.01,0.9471904534451078,101.21000000000001,400.0,0.0,0.0
2020-11-01 06:30:00,96.8,-6.0,0.9471889787260066,102.8,400.0,0.0,0.0
2020-11-01 06:45:00,93.9,-6.0,0.9471875040069055,99.9,400.0,0.0,0.0
2020-11-01 07:00:00,92.4,-6.01,0.9471907060159177,98.41000000000001,400.0,0.0,0.0
2020-11-01 07:15:00,74.45,-6.0,0.9471892312968166,80.45,400.0,0.0,0.0
2020-11-01 07:30:00,68.5,-6.0,0.9471877565777155,74.5,400.0,0.0,0.0
2020-11-01 07:45:00,71.5,-6.01,0.9471909585867276,77.51,400.0,0.0,0.0
2020-11-01 08:00:00,68.55,-6.0,0.9471894838676266,74.55,400.0,0.0,0.0
2020-11-01 08:15:00,69.75,-6.0,0.9471880091485254,75.75,400.0,0.0,0.0
2020-11-01 08:30:00,72.85,-6.01,0.9471912111575376,78.86,400.0,0.0,0.0
2020-11-01 08:45:00,71.3,-6.0,0.9471897364384365,77.3,400.0,0.0,0.0
2020-11-01 09:00:00,66.7,-6.0,0.9471882617193353,72.7,400.0,0.0,0.0
2020-11-01 09:15:00,71.15,-6.01,0.9471914637283475,77.16000000000001,400.0,0.0,0.0
2020-11-01 09:30:00,69.8,-6.0,0.9471899890092464,69.268414,400.0,0.0,6.531586
2020-11-01 09:45:00,68.4,-6.0,0.9471885142901453,67.868414,400.0,0.0,6.531586
2020-11-01 10:00:00,68.35,-6.01,0.9471917162991574,67.828414,400.0,0.0,6.531586
2020-11-01 10:15:00,69.9,-6.0,0.9471902415800564,69.368414,400.0,0.0,6.531586
2020-11-01 10:30:00,69.9,-6.0,0.9471887668609552,56.870943000000004,400.0,0.0,19.029057
2020-11-01 10:45:00,68.5,-6.0,0.9471872921418542,55.470943,400.0,0.0,19.029057
2020-11-01 11:00:00,68.55,-6.01,0.9471904941508663,55.53094299999999,400.0,0.0,19.029057
2020-11-01 11:15:00,69.95,-6.0,0.9471890194317651,56.920943,400.0,0.0,19.029057
2020-11-01 11:30:00,66.95,-6.0,0.9471875447126641,46.402889,400.0,0.0,26.547111
2020-11-01 11:45:00,69.9,-6.01,0.9471907467216762,49.362889,400.0,0.0,26.547111
2020-11-01 12:00:00,68.45,-6.0,0.9471892720025751,47.902889,400.0,0.0,26.547111
2020-11-01 12:15:00,69.85,-6.0,0.947187797283474,49.30288899999999,400.0,0.0,26.547111
2020-11-01 12:30:00,69.8,-6.01,0.9471909992924862,48.585957,400.0,0.0,27.224042999999998
2020-11-01 12:45:00,69.7,-6.0,0.9471895245733851,48.47595700000001,400.0,0.0,27.224042999999998
2020-11-01 13:00:00,69.8,-6.0,0.947188049854284,48.575957,400.0,0.0,27.224042999999998
2020-11-01 13:15:00,69.75,-6.01,0.9471912518632961,48.535957,400.0,0.0,27.224042999999998
2020-11-01 13:30:00,68.25,-6.0,0.947189777144195,52.590398,400.0,0.0,21.659602
2020-11-01 13:45:00,69.75,-6.0,0.9471883024250939,54.090398,400.0,0.0,21.659602
2020-11-01 14:00:00,69.75,-6.01,0.947191504434106,54.100398,400.0,0.0,21.659602
2020-11-01 14:15:00,71.05,-6.0,0.947190029715005,55.390398,400.0,0.0,21.659602
2020-11-01 14:30:00,69.4,-6.0,0.9471885549959038,64.77669300000001,400.0,0.0,10.623307
2020-11-01 14:45:00,68.05,-6.01,0.947191757004916,63.436693,400.0,0.0,10.623307
2020-11-01 15:00:00,71.05,-6.0,0.9471902822858149,66.426693,400.0,0.0,10.623307
2020-11-01 15:15:00,68.15,-6.0,0.9471888075667138,63.52669300000001,400.0,0.0,10.623307
2020-11-01 15:30:00,71.15,-6.0,0.9471873328476127,77.15,400.0,0.0,0.0
2020-11-01 15:45:00,69.4,-6.01,0.9471905348566249,75.41000000000001,400.0,0.0,0.0
2020-11-01 16:00:00,65.05,-6.0,0.9471890601375237,71.05,400.0,0.0,0.0
2020-11-01 16:15:00,69.4,-6.0,0.9471875854184226,75.4,400.0,0.0,0.0
2020-11-01 16:30:00,71.0,-6.01,0.9471907874274348,77.01,400.0,0.0,0.0
2020-11-01 16:45:00,69.65,-6.0,0.9471893127083336,75.65,400.0,0.0,0.0
2020-11-01 17:00:00,80.15,-6.0,0.9471878379892326,86.15,400.0,0.0,0.0
2020-11-01 17:15:00,92.05,-6.01,0.9471910399982447,98.06,400.0,0.0,0.0
2020-11-01 17:30:00,98.05,-6.0,0.9471895652791436,104.05,400.0,0.0,0.0
2020-11-01 17:45:00,93.45,-6.0,0.9471880905600425,99.45,400.0,0.0,0.0
